rank,brand,brand_ar,name_en,name_ar,rating,longevity,projection,year,price_ref,keyword_ar,keyword_en
926,Biehl Parfumkunstwerke,بيهل,Al02,ايه ال,4.05,3.9,3.3,2007,347,عطر ايه ال,Al02
927,Carolina Herra,كارولينا هيريرا,Herrera,الرجالي كلاسيك,3.8,3.9,3.8,2016,240,عطر الرجالي كلاسيك,Herrera
928,CnR Create,سي ان ار كريات,Pisces,بايسيس الرجالي,3.25,4.5,4.3,2008,425,عطر بايسيس الرجالي,Pisces
929,Lancome,لانكوم,Vie Est Belle Intensement Intense,لافي اي بل انتنسمنت انتنس,3.8,4,3.7,2020,250,عطر لافي اي بل انتنسمنت انتنس,Vie Est Belle Intensement Intense
930,Lorenzo,لورينزو بازاليا,Artik Sea Pazzaglia,لورنزو بازاجليا ارتيك سي,3.9,4,3.5,2023,600,عطر لورنزو بازاجليا ارتيك سي,Artik Sea Pazzaglia
931,Louis Vuitton,لويس فيتون,LVERS,عشاق,4.1,3.9,3.2,2024,22,عطر عشاق,LVERS
932,Montale,مونتال,Aoud Lagoon,عود لاجون,3.8,4,3.7,2016,350,عطر عود لاجون,Aoud Lagoon
933,Montale,مونتال,Vanille Absolu,فانيلا ابسولو,3.75,4,3.8,,200,عطر فانيلا ابسولو,Vanille Absolu
934,Nishane,نيشاني,Hacivat X,هاشيفات اكس,4,3.9,3.4,2023,1100,عطر هاشيفات اكس,Hacivat X
935,Paco Rabanne,باكو رابان,One Million Golden Oud Parfum Intense,ون مليون العود الذهبي انتنس,4.15,3.8,3.2,2023,400,عطر ون مليون العود الذهبي انتنس,One Million Golden Oud Parfum Intense
936,Pana Dora,بانا دورا,L,كروب سجال من,4.1,3.8,3.3,2019,800,عطر كروب سجال من,L
937,Pazzaglia,لورنزو بازاجليا,Artik Sea Lorenzo,ارتيك سي,3.9,4,3.5,2023,20,عطر ارتيك سي,Artik Sea Lorenzo
938,XERJOFF,زيرجوف,p 33 Blank Page Edition,بي بلانك بايج اديشن من,4.2,3.7,3.2,2025,1200,عطر بي بلانك بايج اديشن من,p 33 Blank Page Edition
939,YSL,ايف سان لوران,Yves Saint Laurent La Nuit de L'Homme,لا نوي لوم,4.45,3.2,3.2,2009,14,عطر لا نوي لوم,Yves Saint Laurent La Nuit de L'Homme
940,AMOUAGE,امواج,Dia,النسائي,4.05,3.8,3.4,2002,750,عطر النسائي,Dia
941,BVLGARI,بولغاري,Aqva Amara,اكوا امارا,3.9,3.9,3.6,2014,260,عطر اكوا امارا,Aqva Amara
942,Givenchy,جيفنشي,Gentleman Intense,جنتلمان انتنس,3.95,3.8,3.6,2021,360,عطر جنتلمان انتنس,Gentleman Intense
943,NarcisoRodriguez,نرسيسو رودريغز,Narciso Rodriguez,نارسيسو فور هير,3.95,3.8,3.6,2019,300,عطر نارسيسو فور هير,Narciso Rodriguez
944,NarcisoRodriguez,نرسيسو رودريغز,Narciso Rodriguez Narciso,نارسيسو,3.95,3.8,3.6,2019,270,عطر نارسيسو,Narciso Rodriguez Narciso
945,Nishane,نيشاني,za X,نيشان تيوبيروزا اكس بيرفوم,4.2,3.8,3.1,2024,750,عطر نيشان تيوبيروزا اكس بيرفوم,za X
946,Ormonde Jayne,اورموند جين,Montabaco Cuba,مونتباكو كوبا من ارموند,4.35,3.6,3,2024,970,عطر مونتباكو كوبا من ارموند,Montabaco Cuba
947,Givenchy,جيفنشي,L'Interdit Rouge,لا انترديت روج,4.19,3.7,3.2,2021,420,عطر لا انترديت روج,L'Interdit Rouge
948,Hermes,هيرمس,S,روج,4.04,3.7,3.5,2000,450,عطر روج,S
949,Louis Vuitton,لويس فيتون,Coeur Battant,كور باتانت,4.09,3.8,3.3,2019,950,عطر كور باتانت,Coeur Battant
950,Mugler,موغلر,Angel,تيري أنجل,3.54,4.2,4,1992,280,عطر تيري أنجل,Angel
951,Paco Rabanne,باكو رابان,Million Royal,ون مليون رويال,4.29,3.7,3,2023,470,عطر ون مليون رويال,Million Royal
952,AMOUAGE,امواج,Imitation W/Cap,اميتيشن الرجالي,3.94,3.9,3.5,2018,970,عطر اميتيشن الرجالي,Imitation W/Cap
